timestamp,event,channel,pitch,velocity
1374032371027,noteOn,9,46,26
1374032371127,noteOff,9,46,64
1374032371169,noteOn,9,46,30
1374032371265,noteOn,0,38,101
1374032371269,noteOff,9,46,64
1374032371366,noteOff,9,38,64
1374032371453,noteOn,9,36,73
1374032371553,noteOff,9,36,64
1374032371671,noteOn,9,46,30
1374032371770,noteOff,9,46,64
1374032371987,noteOn,9,43,85
1374032372087,noteOff,9,43,64
1374032372237,noteOn,9,43,70
1374032372338,noteOff,9,43,64
1374032372478,noteOn,9,36,64
1374032372578,noteOff,9,36,64
1374032372616,noteOn,9,46,34
1374032372716,noteOff,9,46,64
1374032372736,noteOn,9,46,38
1374032372836,noteOff,9,46,64
1374032372852,noteOn,9,46,36
1374032372952,noteOff,9,46,64
1374032372999,noteOn,9,38,112
1374032373099,noteOff,9,38,64
1374032373142,noteOn,9,46,32
1374032373242,noteOff,9,46,64
1374032373292,noteOn,9,46,29
1374032373392,noteOff,9,46,64
1374032373410,noteOn,9,38,123
1374032373510,noteOff,9,38,64
1374032373583,noteOn,9,36,66
1374032373683,noteOff,9,36,64
1374032373767,noteOn,9,46,41
1374032373867,noteOff,9,46,64
1374032373939,noteOn,9,46,28
1374032374038,noteOff,9,46,64
1374032374125,noteOn,9,38,112
1374032374225,noteOff,9,38,64
1374032374381,noteOn,9,38,94
1374032374481,noteOff,9,38,64
1374032374619,noteOn,9,36,67
1374032374720,noteOff,9,36,64
1374032374785,noteOn,9,46,38
1374032374884,noteOff,9,46,64
1374032374912,noteOn,9,46,93
1374032375012,noteOff,9,46,64
1374032375016,noteOn,9,46,38
1374032375116,noteOff,9,46,64
1374032375146,noteOn,9,38,121
1374032375246,noteOff,9,38,64
1374032375455,noteOn,9,46,21
1374032375554,noteOff,9,46,64
1374032375571,noteOn,9,46,29
1374032375671,noteOff,9,46,64
1374032375708,noteOn,9,46,62
1374032375710,noteOn,0,36,56
1374032375794,noteOff,9,46,64
1374032375795,noteOn,9,46,8
1374032375808,noteOff,9,46,64
1374032375810,noteOn,0,36,64
1374032375859,noteOn,9,46,34
1374032375894,noteOff,9,46,64
1374032375974,noteOn,9,46,37
1374032376074,noteOff,9,46,64
1374032376099,noteOn,9,46,30
1374032376199,noteOff,9,46,64
1374032376255,noteOn,9,38,119
1374032376355,noteOff,9,38,64
1374032376516,noteOn,9,38,112
1374032376617,noteOff,9,38,64
1374032376788,noteOn,9,38,104
1374032376888,noteOff,9,38,64
1374032376931,noteOn,9,48,127
1374032377031,noteOff,9,48,64
1374032377210,noteOn,9,48,94
1374032377310,noteOff,9,48,64
1374032377336,noteOn,9,45,91
1374032377437,noteOff,9,45,64
1374032377458,noteOn,9,45,74
1374032377559,noteOff,9,45,64
1374032377596,noteOn,9,43,127
1374032377696,noteOff,9,43,64
1374032377861,noteOn,9,55,72
1374032377871,noteOn,0,36,99
1374032377875,noteOn,0,51,106
1374032377961,noteOff,9,55,64
1374032377972,noteOn,0,36,64
1374032377976,noteOn,0,51,64
1374032378199,noteOn,9,46,47
1374032378286,noteOn,0,36,55
1374032378299,noteOff,9,46,64
1374032378387,noteOff,9,36,64
1374032378437,noteOn,9,46,36
1374032378440,noteOn,0,38,114
1374032378536,noteOff,9,46,64
1374032378540,noteOn,0,38,64
1374032378701,noteOn,9,36,58
1374032378711,noteOn,9,46,45
1374032378795,noteOff,9,46,64
1374032378796,noteOn,9,46,7
1374032378801,noteOff,9,36,64
1374032378810,noteOff,9,46,64
1374032379010,noteOn,9,36,78
1374032379018,noteOn,9,46,49
1374032379103,noteOff,9,46,64
1374032379104,noteOn,9,46,8
1374032379110,noteOff,9,36,64
1374032379118,noteOn,0,46,64
1374032379290,noteOn,9,46,30
1374032379390,noteOff,9,46,64
1374032379566,noteOn,9,46,76
1374032379571,noteOn,0,38,108
1374032379666,noteOff,9,46,64
1374032379671,noteOn,0,38,64
1374032379841,noteOn,9,46,37
1374032379858,noteOn,0,36,16
1374032379941,noteOff,9,46,64
1374032379959,noteOn,0,36,64
1374032379982,noteOn,9,38,46
1374032380082,noteOff,9,38,64
1374032380108,noteOn,9,36,73
1374032380116,noteOn,9,46,42
1374032380193,noteOff,9,46,64
1374032380194,noteOn,9,46,5
1374032380208,noteOff,9,36,64
1374032380216,noteOn,0,46,64
1374032380348,noteOn,9,38,111
1374032380350,noteOn,9,46,46
1374032380448,noteOff,9,38,64
1374032380449,noteOn,0,46,64
1374032380478,noteOn,9,36,59
1374032380578,noteOff,9,36,64
1374032380593,noteOn,9,46,28
1374032380693,noteOff,9,46,64
1374032380738,noteOn,9,38,58
1374032380838,noteOff,9,38,64
1374032380844,noteOn,9,36,52
1374032380876,noteOn,9,46,39
1374032380944,noteOff,9,36,64
1374032380952,noteOff,9,46,64
1374032380953,noteOn,9,46,5
1374032380976,noteOff,9,46,64
1374032381153,noteOn,9,46,49
1374032381169,noteOn,0,38,127
1374032381253,noteOff,9,46,64
1374032381270,noteOn,0,38,64
1374032381615,noteOn,9,38,79
1374032381669,noteOn,9,46,42
1374032381715,noteOff,9,38,64
1374032381754,noteOff,9,46,64
1374032381754,noteOn,9,46,7
1374032381768,noteOff,9,46,64
1374032381829,noteOn,9,36,60
1374032381929,noteOff,9,36,64
1374032381975,noteOn,9,46,31
1374032382074,noteOff,9,46,64
1374032382270,noteOn,9,46,52
1374032382275,noteOn,0,36,62
1374032382355,noteOff,9,46,64
1374032382356,noteOn,9,46,8
1374032382370,noteOff,9,46,64
1374032382376,noteOn,0,36,64
1374032382504,noteOn,9,38,99
1374032382527,noteOn,9,46,42
1374032382604,noteOff,9,38,64
1374032382609,noteOn,9,36,63
1374032382627,noteOff,9,46,64
1374032382709,noteOn,0,36,64
1374032382776,noteOn,9,46,25
1374032382876,noteOff,9,46,64
1374032382927,noteOn,9,36,66
1374032383027,noteOff,9,36,64
1374032383053,noteOn,9,46,27
1374032383153,noteOff,9,46,64
1374032383220,noteOn,9,38,117
1374032383250,noteOn,9,46,45
1374032383320,noteOff,9,38,64
1374032383350,noteOff,9,46,64
1374032383602,noteOn,9,46,40
1374032383685,noteOff,9,46,64
1374032383687,noteOn,9,46,7
1374032383702,noteOff,9,46,64
1374032383848,noteOn,9,46,30
1374032383924,noteOff,9,46,64
1374032383925,noteOn,9,46,5
1374032383948,noteOff,9,46,64
1374032384112,noteOn,9,46,46
1374032384212,noteOff,9,46,64
1374032384228,noteOn,9,38,70
1374032384328,noteOff,9,38,64
1374032384367,noteOn,9,36,66
1374032384383,noteOn,9,46,55
1374032384467,noteOff,9,46,64
1374032384468,noteOn,9,46,7
1374032384469,noteOff,9,36,64
1374032384482,noteOn,0,46,64
1374032384646,noteOn,9,46,33
1374032384746,noteOff,9,46,64
1374032384775,noteOn,9,38,83
1374032384875,noteOff,9,38,64
1374032384934,noteOn,9,46,33
1374032385034,noteOff,9,46,64
1374032385094,noteOn,9,36,61
1374032385195,noteOff,9,36,64
1374032385209,noteOn,9,46,30
1374032385308,noteOff,9,46,64
1374032385395,noteOn,9,38,93
1374032385495,noteOff,9,38,64
1374032385510,noteOn,9,46,28
1374032385610,noteOff,9,46,64
1374032385762,noteOn,9,46,31
1374032385862,noteOff,9,46,64
1374032386024,noteOn,9,46,43
1374032386108,noteOff,9,46,64
1374032386109,noteOn,9,46,6
1374032386123,noteOff,9,46,64
1374032386284,noteOn,9,46,47
1374032386286,noteOn,0,38,105
1374032386383,noteOff,9,46,64
1374032386386,noteOn,0,38,64
1374032386420,noteOn,9,38,64
1374032386520,noteOff,9,38,64
1374032386551,noteOn,9,36,65
1374032386562,noteOn,9,46,49
1374032386651,noteOff,9,36,64
1374032386662,noteOn,0,46,64
1374032386828,noteOn,9,46,36
1374032386828,noteOn,0,38,94
1374032386927,noteOff,9,46,64
1374032386929,noteOn,0,38,64
1374032386954,noteOn,9,36,60
1374032387054,noteOff,9,36,64
1374032387095,noteOn,9,46,35
1374032387195,noteOff,9,46,64
1374032387221,noteOn,9,36,60
1374032387321,noteOff,9,36,64
1374032387368,noteOn,9,46,42
1374032387468,noteOff,9,46,64
1374032387519,noteOn,9,38,102
1374032387619,noteOff,9,38,64
1374032387652,noteOn,9,46,38
1374032387752,noteOff,9,46,64
1374032387914,noteOn,9,46,39
1374032387998,noteOff,9,46,64
1374032387999,noteOn,9,46,7
1374032388014,noteOff,9,46,64
1374032388195,noteOn,9,46,36
1374032388271,noteOff,9,46,64
1374032388272,noteOn,9,46,5
1374032388295,noteOff,9,46,64
1374032388456,noteOn,9,38,96
1374032388462,noteOn,9,46,39
1374032388556,noteOff,9,38,64
1374032388561,noteOn,0,46,64
1374032388579,noteOn,9,38,76
1374032388679,noteOff,9,38,64
1374032388705,noteOn,9,36,66
1374032388733,noteOn,9,46,34
1374032388805,noteOff,9,36,64
1374032388808,noteOff,9,46,64
